Unnamed: 0,image_name,Grain_size_in_pixels,ferrite_%,pearlite_%,Grain size in micron,phase_ratio,Grain_size_number
40,Specimen 16 WM+WM2@1000X.bmp,7.843965855572037,80.96629955150463,19.03370044849537,0.6429480209485277,4.253839119229445,10.945299853603288
41,Specimen 16 WM+WM2@100X.bmp,13.45050213377426,57.83239293981482,42.16760706018518,11.025001748995296,1.3714886134579922,9.327195113847333
42,Specimen 16 WM+WM2@200X.bmp,17.59490775335918,67.66176576967592,32.33823423032408,7.211027767770156,2.0923147902190773,9.887799479592564
43,Specimen 16 WM+WM2@500X.bmp,13.324193984167636,79.412841796875,20.587158203125,2.1842940957651864,3.857396975985769,10.488883421907774
44,Specimen 16 WM+WM3@1000X.bmp,7.984691940467371,80.19386574074075,19.80613425925926,0.6544829459399485,4.048940832724616,10.943333098780153
45,Specimen 16 WM+WM3@100X.bmp,12.446374319314044,61.32789894386575,38.67210105613426,10.201946163372169,1.585843470331379,9.256010394138759
46,Specimen 16 WM+WM3@200X.bmp,13.14364935778903,67.92964228877315,32.070357711226855,5.386741540077471,2.1181442034553,9.905849073394904
47,Specimen 16 WM+WM3@500X.bmp,11.92877676387084,77.51057942708334,22.489420572916664,1.955537174405056,3.44653519088113,10.475870122041757
48,Specimen 17 WM+WM1@1000X.bmp,19.079430717844826,80.52481192129629,19.475188078703702,1.5638877637577728,4.1347386015414616,11.046876405850767
49,Specimen 17 WM+WM1@100X.bmp,14.416467929095049,54.08845124421296,45.91154875578704,11.816776991061516,1.1781012122226708,9.446985285982922
50,Specimen 17 WM+WM1@200X.bmp,16.60055791643102,65.36413122106481,34.63586877893518,6.803507342799598,1.8871803573992607,10.165346682357526
51,Specimen 17 WM+WM1@500X.bmp,21.37275620679308,76.9797996238426,23.02020037615741,3.503730525703784,3.344010841172889,10.550476066812548
52,Specimen 17 WM+WM2@1000X.bmp,10.180312998563108,83.30507631655092,16.694923683449073,0.8344518851281237,4.989844691481728,11.073636999355756
53,Specimen 17 WM+WM2@100X.bmp,13.921936537455103,59.77851019965278,40.22148980034722,11.411423391356642,1.4862331180765145,9.345606013842128
54,Specimen 17 WM+WM2@200X.bmp,17.442957854344638,69.1162109375,30.8837890625,7.148753218993704,2.2379446640316205,10.129853096353164
55,Specimen 17 WM+WM2@500X.bmp,15.966998126432827,79.92350260416666,20.076497395833336,2.6175406764643983,3.9809485204702058,10.571463691235204
56,Specimen 17 WM+WM3@1000X.bmp,,87.36007125289352,12.639928747106485,,6.91143700259322,10.83460443338481
57,Specimen 17 WM+WM3@100X.bmp,14.165670781331595,59.01240596064815,40.987594039351855,11.61120555846852,1.4397626243685058,9.290116104947847
58,Specimen 17 WM+WM3@200X.bmp,17.345714682235396,71.07611762152779,28.92388237847222,7.108899459932539,2.4573505275498246,9.912556307704277
59,Specimen 17 WM+WM3@500X.bmp,13.616854733706685,80.94911928530092,19.05088071469908,2.232271267820768,4.249101156926727,10.300386371292182
60,Specimen 21 WM+WM1@1000X.bmp,8.446101762391187,84.17810510706019,15.821894892939811,0.6923034231468187,5.3203554742752655,10.956047648923516
61,Specimen 21 WM+WM1@100X.bmp,12.896514480042278,61.55983253761575,38.44016746238426,10.570913508231376,1.6014454827194835,9.285413533107615
62,Specimen 21 WM+WM1@200X.bmp,13.274403374155376,69.81268988715279,30.18731011284722,5.440329251703023,2.312650237009413,9.80153087253899
63,Specimen 21 WM+WM1@500X.bmp,13.10540968528913,82.22452799479166,17.775472005208336,2.1484278172605134,4.625729655488152,10.391079535789888
64,Specimen 21 WM+WM2@1000X.bmp,7.753350060193124,85.62124746817129,14.378752531828704,0.6355204967371413,5.954706243023566,10.905487515534732
65,Specimen 21 WM+WM2@100X.bmp,12.798146515216793,61.98097511574075,38.01902488425926,10.490284028866224,1.6302620938971604,9.315355017440401
66,Specimen 21 WM+WM2@200X.bmp,13.967870018503875,72.08545826099537,27.914541739004623,5.724536892829457,2.582362230230393,9.745366105275433
67,Specimen 21 WM+WM2@500X.bmp,13.638020540344415,82.07578305844908,17.924216941550927,2.235741072187609,4.579044279930887,10.417990827647444
68,Specimen 21 WM+WM3@1000X.bmp,9.993770543661483,81.73398618344908,18.266013816550927,0.8191615199722528,4.474648218506738,10.745422639313771
69,Specimen 21 WM+WM3@100X.bmp,12.953602803598889,63.41032805266204,36.58967194733796,10.617707216064662,1.7330116581511297,9.214556643952044
70,Specimen 21 WM+WM3@200X.bmp,12.052512826553436,73.19132486979166,26.80867513020833,4.939554437112064,2.730135842756318,9.813002914297442
71,Specimen 21 WM+WM3@500X.bmp,14.428807130058084,82.81295211226852,17.18704788773148,2.3653782180423093,4.818334867815336,10.42354945507501
72,Specimen 6 WM+WM1@1000X.bmp,7.995740903749133,84.58342375578704,15.416576244212962,0.6553885986679617,5.486524531511188,10.935056265067939
73,Specimen 6 WM+WM1@100X.bmp,12.52454035578472,65.31123408564815,34.688765914351855,10.266016685069443,1.8827776764069544,9.201057709126319
74,Specimen 6 WM+WM1@200X.bmp,17.629857015098825,73.07716652199075,26.922833478009263,7.22535123569624,2.714319300072209,9.878329277767424
75,Specimen 6 WM+WM1@500X.bmp,15.772246234086104,81.32776331018519,18.672236689814813,2.585614136735427,4.355544794188862,10.264433077219469
76,Specimen 6 WM+WM2@1000X.bmp,10.6969132253776,77.26621274594908,22.733787254050927,0.8767961660145575,3.398739149025028,11.1296372717625
77,Specimen 6 WM+WM2@100X.bmp,13.997106457256104,57.84482602719907,42.15517397280093,11.473038079718116,1.3721880513296258,9.321155900130913
78,Specimen 6 WM+WM2@200X.bmp,16.059398054925172,68.89784071180556,31.102159288194443,6.581720514313595,2.215210849941128,9.834086216506998
79,Specimen 6 WM+WM2@500X.bmp,12.604302088514489,78.80000361689815,21.19999638310185,2.0662790309040147,3.716981936832228,10.319218299982111
80,Specimen 6 WM+WM3@1000X.bmp,14.915127132818926,81.38156467013889,18.61843532986111,1.2225514043294203,4.371020616303635,11.078914834104282
81,Specimen 6 WM+WM3@100X.bmp,10.857265936564469,69.86965603298611,30.13034396701389,8.8993983086594,2.318913322379527,9.12881966609553
82,Specimen 6 WM+WM3@200X.bmp,15.03818931337204,71.70387550636575,28.296124493634263,6.163192341545918,2.5340528708267755,9.84189715027513
83,Specimen 6 WM+WM3@500X.bmp,15.6501666449707,78.35422092013889,21.64577907986111,2.565601089339459,3.619838335735322,10.391997326647724
84,Specimen 8 WM+WM1@1000X.bmp,10.255252465600186,76.60409432870371,23.395905671296298,0.840594464393458,3.274252145010436,11.180741170265687
85,Specimen 8 WM+WM1@100X.bmp,14.148541391243338,54.41148546006944,45.58851453993056,11.597165074789622,1.1935349508352795,9.348188685880816
86,Specimen 8 WM+WM1@200X.bmp,16.08416171496276,61.386899594907405,38.6131004050926,6.591869555312607,1.589794628012083,9.913305870202837
87,Specimen 8 WM+WM1@500X.bmp,12.486536894594511,70.53900824652779,29.46099175347222,2.0469732614089367,2.394318861930851,10.518646747712369
88,Specimen 8 WM+WM2@1000X.bmp,11.521613262400631,72.75051540798611,27.24948459201389,0.9443945297049698,2.6697941813294843,11.098185775597303
89,Specimen 8 WM+WM2@100X.bmp,13.62577802814639,51.034884982638886,48.96511501736111,11.16867051487409,1.0422702972216835,9.434573381179359
90,Specimen 8 WM+WM2@200X.bmp,16.131219156601958,58.359555844907405,41.6404441550926,6.611155392049983,1.4015113678313171,10.07096047611741
91,Specimen 8 WM+WM2@500X.bmp,17.403536199918165,70.35816333912037,29.641836660879623,2.85303872129806,2.373610115461465,10.565703627423073
92,Specimen 8 WM+WM3@1000X.bmp,14.103717645320748,72.60855215567129,27.391447844328702,1.1560424299443235,2.650774525257693,11.02240979812186
93,Specimen 8 WM+WM3@100X.bmp,13.433661624043348,50.05041051793982,49.94958948206018,11.011198052494548,1.0020184557455842,9.379748064161074
94,Specimen 8 WM+WM3@200X.bmp,17.49268471551533,57.78672960069444,42.21327039930556,7.169133080129234,1.3689233043087106,10.03379076030664
95,Specimen 8 WM+WM3@500X.bmp,14.703712875535505,73.60342520254629,26.396574797453702,2.4104447336943453,2.788370300590905,10.606846035865251
96,Specimen 9 WM+WM1@1000X.bmp,13.817113585447832,75.73287398726852,24.26712601273148,1.1325502938891667,3.120801117838845,11.150093856394763
97,Specimen 9 WM+WM1@100X.bmp,15.953290560030087,58.82048430266204,41.17951569733796,13.07646767215581,1.428391842560316,9.379337849261487
98,Specimen 9 WM+WM1@200X.bmp,19.826195478105245,66.64858217592592,33.35141782407408,8.125489950043134,1.9983732783862915,9.831451038582932
99,Specimen 9 WM+WM1@500X.bmp,16.756777106564762,74.42739981192129,25.572600188078702,2.747012640420453,2.910435359116022,10.248309935630111
100,Specimen 9 WM+WM2@1000X.bmp,10.00703665753416,80.78794126157408,19.212058738425927,0.820248906355259,4.20506424436391,10.940952166254522
101,Specimen 9 WM+WM2@100X.bmp,14.620056429793946,62.900571469907405,37.0994285300926,11.983652811306513,1.695459309269053,9.240040824653796
102,Specimen 9 WM+WM2@200X.bmp,19.87635924297293,69.41505714699075,30.584942853009263,8.146048870070874,2.269582698931248,9.831775519478944
103,Specimen 9 WM+WM2@500X.bmp,18.82051331475887,78.15416124131944,21.84583875868056,3.085330051599815,3.577530810542328,10.52244180829547
104,Specimen 9 WM+WM3@1000X.bmp,9.313809234631004,84.32933666087963,15.670663339120368,0.7634269864451643,5.381350797726553,11.039220460975129
105,Specimen 9 WM+WM3@100X.bmp,15.841966365008773,61.51484736689815,38.485152633101855,12.985218331974403,1.5984046614898442,9.29422943786531
106,Specimen 9 WM+WM3@200X.bmp,17.15835930068587,71.84176974826389,28.15823025173611,7.0321144674942095,2.5513595529972783,9.793938512554366
107,Specimen 9 WM+WM3@500X.bmp,14.73910201940318,80.64552589699075,19.35447410300926,2.4162462326890464,4.166763998224672,10.351500607500602
